;Age;Attrition;BusinessTravel;Department;DistanceFromHome;Education;EducationField;EnvironmentSatisfaction;Gender;JobInvolvement;JobRole;JobSatisfaction;MaritalStatus;MonthlyIncome;NumCompaniesWorked;OverTime;PerformanceRating;RelationshipSatisfaction;TotalWorkingYears;TrainingTimesLastYear;YearsAtCompany;YearsInCurrentRole;YearsSinceLastPromotion;YearsWithCurrManager
921;28;No;Travel_Frequently;Research & Development;1;4;Medical;4;Male;3;Laboratory Technician;3;Single;2154;0;Yes;3;3;5;2;4;2;0;2
922;44;No;Travel_Rarely;Research & Development;4;2;Life Sciences;3;Male;4;Manager;1;Divorced;19190;1;No;3;4;26;4;25;9;14;13
923;34;No;Travel_Frequently;Human Resources;11;3;Life Sciences;3;Male;2;Human Resources;2;Married;4490;4;No;3;4;14;5;10;9;1;8
924;35;No;Travel_Rarely;Research & Development;6;1;Life Sciences;3;Male;3;Research Scientist;3;Married;3506;0;Yes;3;4;4;3;3;2;2;2
925;42;No;Travel_Rarely;Research & Development;7;4;Medical;2;Female;4;Research Scientist;2;Married;2372;6;Yes;3;4;18;2;1;0;0;0
926;43;No;Travel_Rarely;Sales;4;4;Marketing;4;Female;2;Sales Executive;4;Single;10231;3;No;3;4;23;3;21;7;15;17
927;36;No;Travel_Rarely;Research & Development;2;4;Life Sciences;3;Female;3;Manufacturing Director;2;Single;5410;9;Yes;3;4;18;2;16;14;5;12
928;44;Yes;Travel_Rarely;Research & Development;15;3;Medical;1;Female;3;Healthcare Representative;4;Married;7978;1;No;3;4;10;2;10;7;0;5
929;28;No;Travel_Frequently;Research & Development;2;3;Life Sciences;4;Male;2;Laboratory Technician;4;Married;3867;1;Yes;3;2;2;2;2;2;2;2
930;51;No;Travel_Frequently;Research & Development;6;2;Medical;2;Female;2;Laboratory Technician;3;Single;2838;0;No;3;2;8;6;7;0;7;7
931;30;No;Non-Travel;Research & Development;9;2;Medical;3;Female;3;Manufacturing Director;3;Single;4695;7;Yes;3;3;10;3;8;4;1;7
932;29;Yes;Travel_Rarely;Research & Development;7;3;Technical Degree;2;Female;3;Laboratory Technician;3;Divorced;3339;3;Yes;3;1;10;2;7;7;7;7
933;28;No;Travel_Rarely;Research & Development;1;3;Technical Degree;4;Male;3;Research Scientist;1;Single;2080;2;No;3;2;5;2;3;2;1;2
934;25;No;Travel_Rarely;Research & Development;1;3;Medical;4;Female;3;Research Scientist;2;Single;2096;1;No;3;4;2;3;2;2;2;1
935;32;No;Travel_Rarely;Sales;8;3;Medical;3;Male;4;Sales Executive;4;Married;6209;1;No;3;3;10;4;10;7;0;8
936;45;No;Travel_Frequently;Research & Development;25;3;Medical;2;Female;3;Manager;2;Single;18061;3;No;4;3;22;4;0;0;0;0
937;39;No;Travel_Rarely;Research & Development;13;4;Medical;3;Female;2;Manager;2;Divorced;17123;6;Yes;3;4;21;4;19;9;15;2
938;58;No;Travel_Rarely;Research & Development;23;4;Life Sciences;1;Male;3;Research Scientist;3;Divorced;2372;1;No;3;4;2;3;2;2;2;2
939;32;Yes;Travel_Rarely;Research & Development;7;2;Life Sciences;4;Male;3;Laboratory Technician;3;Married;4883;1;No;3;1;10;3;10;4;1;1
940;39;Yes;Travel_Rarely;Research & Development;23;3;Medical;3;Male;3;Research Scientist;1;Single;3904;0;No;3;1;6;2;5;2;0;3
941;30;No;Travel_Rarely;Research & Development;6;3;Technical Degree;1;Female;2;Laboratory Technician;4;Married;4627;0;No;3;1;10;6;9;2;6;7
942;36;No;Travel_Rarely;Research & Development;10;4;Technical Degree;4;Female;3;Healthcare Representative;3;Married;7094;3;No;3;1;10;0;7;7;1;7
943;46;No;Travel_Rarely;Human Resources;1;2;Life Sciences;4;Female;3;Human Resources;1;Single;3423;6;No;3;3;10;3;7;6;5;7
944;28;No;Non-Travel;Research & Development;1;3;Life Sciences;3;Female;1;Laboratory Technician;4;Married;6674;0;No;3;1;10;6;9;8;7;5
945;50;No;Travel_Rarely;Research & Development;28;3;Life Sciences;4;Female;3;Research Director;1;Married;16880;4;Yes;3;2;25;2;3;2;1;2
946;40;Yes;Travel_Rarely;Sales;25;4;Marketing;4;Male;2;Sales Executive;2;Single;9094;2;Yes;3;3;9;2;5;4;1;0
947;52;Yes;Travel_Rarely;Sales;5;3;Life Sciences;2;Male;3;Sales Executive;2;Single;8446;9;Yes;3;3;10;2;8;7;7;7
948;30;No;Travel_Rarely;Research & Development;17;4;Medical;2;Female;3;Manager;1;Married;11916;1;Yes;4;4;9;2;9;1;0;8
949;39;No;Travel_Rarely;Research & Development;18;2;Life Sciences;1;Male;3;Manufacturing Director;3;Single;4534;0;No;3;1;9;6;8;7;1;7
950;31;No;Non-Travel;Sales;2;4;Life Sciences;4;Female;3;Sales Executive;3;Divorced;9852;1;Yes;3;1;10;5;10;8;9;6
951;41;No;Non-Travel;Sales;10;2;Medical;3;Male;1;Sales Executive;2;Single;6151;1;No;3;1;19;4;19;2;11;9
952;31;Yes;Travel_Frequently;Sales;1;3;Life Sciences;4;Female;3;Sales Representative;2;Single;2302;1;Yes;3;1;3;2;3;2;2;2
953;44;Yes;Travel_Rarely;Research & Development;3;3;Life Sciences;1;Male;3;Laboratory Technician;1;Married;2362;4;No;3;3;10;4;3;2;1;2
954;42;No;Non-Travel;Research & Development;2;1;Life Sciences;3;Male;3;Manager;3;Married;17861;0;Yes;3;4;21;3;20;8;2;10
955;55;No;Travel_Rarely;Research & Development;2;2;Medical;4;Female;1;Manager;3;Married;19187;4;No;3;4;23;5;19;9;9;11
956;56;No;Travel_Rarely;Human Resources;8;4;Life Sciences;4;Male;3;Manager;2;Single;19717;6;No;3;1;36;4;7;3;7;7
957;40;No;Non-Travel;Research & Development;16;2;Life Sciences;3;Male;3;Research Scientist;3;Divorced;3544;9;No;3;2;6;0;4;2;0;0
958;34;No;Travel_Rarely;Research & Development;9;3;Life Sciences;4;Male;3;Healthcare Representative;4;Divorced;8500;0;No;3;4;10;0;9;7;1;6
959;40;No;Travel_Rarely;Research & Development;2;3;Life Sciences;3;Male;3;Research Scientist;4;Single;4661;1;No;3;3;9;4;9;8;8;8
960;41;No;Travel_Frequently;Sales;1;3;Marketing;3;Female;3;Sales Executive;1;Divorced;4103;0;No;3;4;10;2;9;3;1;7
961;35;No;Travel_Frequently;Research & Development;4;4;Life Sciences;3;Male;3;Research Scientist;3;Single;4249;1;Yes;3;2;9;3;9;6;1;1
962;51;No;Travel_Rarely;Human Resources;5;3;Life Sciences;3;Male;3;Manager;2;Divorced;14026;1;Yes;3;2;33;2;33;9;0;10
963;38;No;Travel_Rarely;Sales;2;2;Life Sciences;2;Female;3;Sales Executive;1;Divorced;6893;3;No;3;4;11;3;7;7;1;7
964;34;No;Travel_Rarely;Sales;15;2;Medical;3;Female;3;Sales Executive;1;Single;6125;1;No;3;4;10;6;10;8;9;6
965;25;No;Travel_Rarely;Research & Development;19;1;Medical;4;Male;3;Laboratory Technician;4;Married;3669;3;No;3;3;7;6;3;2;1;2
966;58;Yes;Travel_Rarely;Research & Development;7;4;Medical;3;Female;2;Manufacturing Director;1;Married;10008;7;Yes;3;4;31;0;10;9;5;9
967;40;No;Travel_Rarely;Research & Development;1;4;Life Sciences;2;Male;3;Laboratory Technician;2;Married;2387;3;No;4;3;7;3;4;2;0;3
968;36;No;Travel_Frequently;Sales;7;3;Marketing;1;Female;4;Sales Executive;1;Married;4639;2;No;3;4;17;2;15;7;6;13
969;48;No;Travel_Rarely;Research & Development;4;3;Life Sciences;4;Male;3;Manufacturing Director;4;Single;7898;1;No;3;3;11;2;10;9;0;8
970;27;No;Travel_Rarely;Sales;11;3;Medical;3;Female;4;Sales Representative;4;Married;2534;8;No;3;2;5;4;1;0;0;0
971;51;No;Travel_Rarely;Research & Development;11;2;Technical Degree;4;Female;2;Manufacturing Director;2;Single;13142;3;No;3;2;29;1;5;2;0;3
972;18;No;Non-Travel;Research & Development;1;3;Life Sciences;4;Female;3;Laboratory Technician;4;Single;1611;1;No;3;3;0;5;0;0;0;0
973;35;No;Travel_Rarely;Research & Development;1;3;Medical;4;Female;2;Laboratory Technician;4;Married;5363;0;No;3;2;10;0;9;7;0;0
974;27;No;Travel_Frequently;Sales;2;1;Life Sciences;4;Male;1;Sales Executive;4;Single;5071;3;No;4;2;8;3;6;2;0;0
975;55;Yes;Travel_Rarely;Sales;13;4;Marketing;1;Male;4;Sales Executive;3;Single;13695;6;Yes;3;3;24;2;19;7;3;8
976;56;No;Travel_Rarely;Research & Development;23;3;Life Sciences;4;Male;3;Manufacturing Director;2;Married;13402;4;Yes;3;1;33;0;19;16;15;9
977;34;No;Non-Travel;Research & Development;26;1;Technical Degree;1;Female;2;Research Scientist;3;Divorced;2029;1;No;4;3;5;2;5;4;0;0
978;40;No;Travel_Rarely;Research & Development;2;1;Medical;2;Female;4;Healthcare Representative;3;Divorced;6377;5;No;4;2;15;0;12;11;11;8
979;34;No;Travel_Rarely;Research & Development;29;3;Medical;2;Male;3;Laboratory Technician;3;Married;5429;4;No;3;1;10;1;8;7;7;7
980;31;Yes;Travel_Frequently;Sales;2;3;Life Sciences;3;Female;2;Sales Representative;4;Single;2785;7;No;3;3;3;3;1;0;0;0
981;35;Yes;Travel_Frequently;Sales;18;4;Marketing;4;Female;3;Sales Executive;3;Married;4614;0;Yes;3;3;5;0;4;2;3;2
982;38;No;Travel_Frequently;Research & Development;7;3;Life Sciences;4;Male;4;Research Scientist;3;Divorced;2610;1;No;3;4;4;2;4;2;0;3
983;34;No;Travel_Rarely;Research & Development;2;4;Technical Degree;3;Female;3;Healthcare Representative;4;Single;6687;1;No;3;4;14;2;14;11;4;11
984;28;No;Travel_Rarely;Sales;26;3;Life Sciences;3;Male;2;Sales Executive;1;Married;4724;1;No;3;3;5;0;5;3;0;4
985;31;Yes;Travel_Rarely;Research & Development;22;4;Medical;4;Male;3;Manufacturing Director;3;Married;6179;1;Yes;3;4;10;3;10;2;6;7
986;39;No;Travel_Rarely;Sales;21;4;Life Sciences;1;Male;2;Sales Executive;4;Married;6120;3;Yes;3;4;8;2;5;4;1;4
987;51;No;Travel_Frequently;Sales;2;3;Marketing;2;Male;3;Sales Executive;2;Married;10596;2;No;3;2;14;5;4;2;3;2
988;41;No;Travel_Frequently;Research & Development;22;3;Life Sciences;4;Female;3;Research Scientist;4;Divorced;5467;3;Yes;3;1;12;4;6;2;3;3
989;37;No;Travel_Rarely;Research & Development;4;1;Life Sciences;3;Male;3;Research Scientist;3;Married;2996;7;Yes;3;4;8;2;6;4;1;3
990;33;No;Travel_Frequently;Sales;5;1;Life Sciences;2;Male;3;Sales Executive;4;Married;9998;6;No;3;1;8;2;5;4;1;2
991;32;No;Travel_Rarely;Sales;2;1;Marketing;3;Male;3;Sales Executive;2;Married;4078;0;Yes;3;1;4;3;3;2;1;2
992;39;No;Non-Travel;Research & Development;25;2;Life Sciences;3;Male;3;Healthcare Representative;3;Married;10920;3;No;4;2;13;2;6;4;0;5
993;25;No;Travel_Rarely;Sales;18;1;Life Sciences;1;Male;4;Sales Executive;3;Married;6232;2;No;3;2;6;3;3;2;1;2
994;52;No;Travel_Frequently;Research & Development;28;2;Medical;4;Female;4;Manufacturing Director;3;Married;13247;2;Yes;3;2;24;3;5;3;0;2
995;43;No;Travel_Rarely;Research & Development;6;3;Medical;1;Female;2;Research Scientist;3;Single;4081;1;Yes;3;1;20;3;20;7;1;8
996;27;No;Travel_Rarely;Sales;10;3;Marketing;4;Female;2;Sales Executive;4;Married;5769;1;Yes;3;4;6;3;6;2;4;4
997;27;Yes;Travel_Rarely;Research & Development;17;4;Life Sciences;4;Female;3;Research Scientist;3;Single;2394;1;Yes;3;4;8;2;8;2;7;7
998;26;No;Travel_Rarely;Research & Development;2;1;Medical;1;Male;2;Research Scientist;4;Single;3904;0;No;3;4;5;2;4;3;1;1
999;42;No;Travel_Rarely;Human Resources;10;3;Human Resources;3;Female;3;Manager;1;Married;16799;0;No;3;3;21;5;20;7;0;9
1000;52;No;Travel_Rarely;Research & Development;8;4;Other;3;Female;3;Laboratory Technician;1;Married;2950;9;No;3;3;12;2;5;4;0;4
1001;37;No;Travel_Rarely;Research & Development;11;3;Medical;1;Female;3;Laboratory Technician;3;Single;3629;4;No;3;1;8;6;3;2;0;2
1002;35;No;Travel_Frequently;Research & Development;18;2;Life Sciences;3;Male;3;Manufacturing Director;4;Single;9362;2;No;3;3;10;2;2;2;2;2
1003;25;No;Travel_Rarely;Research & Development;1;3;Technical Degree;1;Male;3;Laboratory Technician;4;Married;3229;4;No;3;2;7;2;3;2;0;2
1004;26;No;Travel_Rarely;Research & Development;7;3;Other;3;Male;4;Laboratory Technician;1;Single;3578;0;No;3;4;8;2;7;7;0;7
1005;29;No;Travel_Rarely;Human Resources;17;3;Other;2;Male;2;Human Resources;1;Single;7988;1;No;3;1;10;3;10;9;0;9
1006;49;Yes;Travel_Frequently;Research & Development;28;2;Life Sciences;1;Male;2;Laboratory Technician;1;Single;4284;3;No;4;1;20;2;4;3;1;3
1007;29;Yes;Travel_Frequently;Research & Development;14;1;Other;3;Female;3;Healthcare Representative;4;Single;7553;0;Yes;3;1;9;1;8;7;7;7
1008;54;No;Travel_Rarely;Research & Development;1;3;Medical;4;Female;3;Research Director;4;Single;17328;6;No;3;4;29;3;20;7;12;7
1009;58;No;Travel_Rarely;Research & Development;1;3;Medical;4;Female;3;Research Director;1;Married;19701;3;Yes;4;3;32;3;9;8;1;5
1010;55;No;Travel_Rarely;Research & Development;1;4;Medical;2;Male;4;Research Director;4;Divorced;14732;2;No;3;4;31;4;7;7;0;0
1011;36;No;Travel_Rarely;Sales;3;4;Marketing;1;Female;3;Sales Executive;2;Single;9278;3;Yes;3;4;15;3;5;4;0;1
1012;31;Yes;Travel_Frequently;Sales;1;4;Life Sciences;2;Female;1;Sales Representative;3;Single;1359;1;No;3;2;1;3;1;0;0;0
1013;30;No;Travel_Rarely;Sales;7;4;Marketing;4;Female;3;Sales Executive;1;Divorced;4779;7;No;3;2;8;3;3;2;0;2
1014;31;No;Travel_Rarely;Research & Development;8;5;Life Sciences;1;Female;3;Research Director;2;Single;16422;3;No;3;3;9;3;3;2;1;0
1015;34;No;Travel_Frequently;Research & Development;1;4;Other;4;Male;3;Research Scientist;1;Divorced;2996;5;No;3;3;10;2;4;3;1;3
1016;31;Yes;Travel_Rarely;Research & Development;8;3;Life Sciences;1;Female;2;Research Scientist;2;Single;1261;1;No;3;3;1;3;1;0;0;0
1017;27;No;Travel_Rarely;Research & Development;11;1;Life Sciences;2;Male;3;Laboratory Technician;1;Married;2099;0;No;3;2;6;3;5;0;1;4
1018;36;No;Travel_Rarely;Research & Development;4;4;Life Sciences;1;Male;2;Laboratory Technician;4;Single;5810;1;No;3;3;10;2;10;4;1;8
1019;36;No;Travel_Rarely;Sales;16;4;Marketing;3;Female;2;Sales Executive;1;Married;5647;4;No;3;1;11;3;3;2;0;2
1020;47;No;Travel_Rarely;Research & Development;1;3;Technical Degree;1;Male;3;Research Scientist;4;Married;3420;7;No;3;3;17;2;6;5;1;2
1021;25;Yes;Travel_Rarely;Sales;9;2;Life Sciences;1;Male;2;Sales Representative;1;Married;4400;3;No;3;1;6;2;3;2;2;2
1022;37;No;Non-Travel;Research & Development;5;2;Technical Degree;3;Male;4;Laboratory Technician;3;Single;3500;0;No;3;1;7;2;6;5;1;3
1023;56;No;Travel_Rarely;Research & Development;1;2;Life Sciences;1;Female;3;Research Scientist;1;Married;2066;2;No;4;4;5;3;3;2;1;0
1024;47;No;Travel_Rarely;Research & Development;2;4;Medical;1;Female;3;Research Director;3;Married;17169;3;No;3;2;26;2;20;17;5;6
1025;24;No;Travel_Rarely;Sales;4;1;Medical;4;Female;3;Sales Executive;3;Married;4162;1;Yes;3;3;5;3;5;4;0;3
1026;32;No;Travel_Rarely;Sales;7;5;Marketing;4;Male;3;Sales Executive;4;Married;9204;4;No;3;3;7;3;4;3;0;3
1027;34;No;Travel_Rarely;Research & Development;1;3;Life Sciences;4;Female;2;Laboratory Technician;2;Married;3294;5;No;3;1;7;2;5;4;0;2
1028;41;No;Travel_Rarely;Research & Development;5;5;Medical;2;Male;4;Research Scientist;3;Married;2127;2;Yes;3;1;7;5;4;2;0;3
1029;40;No;Non-Travel;Research & Development;9;4;Other;3;Male;3;Laboratory Technician;3;Divorced;3975;3;No;3;3;11;2;8;7;0;7
1030;31;No;Travel_Rarely;Sales;8;2;Life Sciences;1;Male;3;Sales Executive;4;Divorced;10793;1;No;3;1;13;5;13;7;9;9
1031;46;Yes;Travel_Rarely;Sales;9;3;Marketing;1;Male;3;Sales Executive;4;Divorced;10096;4;No;3;1;28;1;7;7;4;3
1032;39;Yes;Non-Travel;Research & Development;2;3;Life Sciences;1;Female;2;Laboratory Technician;1;Single;3646;2;Yes;4;2;11;2;1;0;0;0
1033;31;Yes;Travel_Frequently;Research & Development;1;5;Life Sciences;3;Female;4;Manufacturing Director;2;Single;7446;1;No;3;1;10;2;10;8;4;7
1034;45;No;Travel_Rarely;Research & Development;20;3;Medical;2;Male;1;Healthcare Representative;1;Divorced;10851;2;Yes;3;2;24;2;7;7;0;7
1035;31;No;Travel_Rarely;Human Resources;8;2;Medical;4;Female;4;Human Resources;2;Single;2109;9;No;3;4;8;3;3;2;0;2
1036;31;Yes;Travel_Frequently;Research & Development;2;3;Life Sciences;2;Male;3;Laboratory Technician;4;Married;3722;6;Yes;3;3;7;2;2;2;2;2
1037;45;No;Travel_Rarely;Research & Development;29;3;Technical Degree;2;Male;3;Manufacturing Director;4;Married;9380;4;Yes;3;4;10;4;3;1;1;2
1038;48;No;Travel_Rarely;Sales;7;3;Marketing;3;Male;3;Sales Executive;1;Divorced;5486;4;No;3;1;15;3;2;2;2;2
1039;34;Yes;Travel_Rarely;Human Resources;9;4;Technical Degree;1;Female;3;Human Resources;3;Married;2742;1;No;3;4;2;0;2;2;2;2
1040;40;No;Non-Travel;Research & Development;8;1;Medical;4;Male;2;Research Director;2;Divorced;13757;2;No;3;3;16;5;9;8;4;8
1041;28;No;Travel_Rarely;Sales;5;3;Medical;4;Male;3;Sales Executive;1;Single;8463;0;No;3;4;6;4;5;4;1;3
1042;44;No;Non-Travel;Research & Development;5;3;Life Sciences;3;Male;2;Laboratory Technician;3;Single;3162;3;No;3;4;7;5;5;2;0;3
1043;53;No;Travel_Rarely;Research & Development;2;3;Medical;4;Male;4;Research Director;2;Single;16598;4;No;3;2;35;2;9;8;8;8
1044;49;No;Travel_Rarely;Research & Development;5;4;Technical Degree;1;Male;3;Healthcare Representative;3;Married;6651;2;No;3;2;20;0;3;2;1;2
1045;40;No;Travel_Rarely;Research & Development;2;3;Medical;3;Male;3;Research Scientist;3;Divorced;2345;2;No;3;3;8;3;3;1;1;2
1046;44;No;Travel_Rarely;Research & Development;20;3;Life Sciences;4;Male;3;Research Scientist;2;Single;3420;1;No;3;3;6;3;5;2;1;3
1047;33;No;Travel_Frequently;Sales;7;3;Medical;4;Male;3;Sales Executive;1;Married;4373;0;No;3;1;5;2;4;3;0;3
1048;34;No;Travel_Rarely;Sales;3;3;Other;4;Male;1;Sales Executive;1;Single;4759;3;No;3;4;15;2;13;9;3;12
1049;30;No;Travel_Rarely;Sales;16;1;Life Sciences;4;Male;3;Sales Executive;3;Married;5301;8;No;3;3;4;2;2;1;2;2
1050;42;No;Travel_Frequently;Research & Development;9;2;Medical;1;Female;3;Laboratory Technician;4;Single;3673;1;No;3;3;12;3;12;9;5;8
1051;44;No;Travel_Frequently;Sales;1;5;Marketing;1;Female;3;Sales Executive;3;Married;4768;7;No;3;3;11;4;1;0;0;0
1052;30;No;Non-Travel;Research & Development;7;3;Technical Degree;3;Male;3;Research Scientist;3;Divorced;1274;1;No;3;2;1;2;1;0;0;0
1053;57;No;Travel_Rarely;Research & Development;1;2;Life Sciences;2;Male;4;Research Scientist;3;Married;4900;0;No;4;1;13;2;12;9;2;8
1054;49;No;Travel_Rarely;Research & Development;7;4;Life Sciences;3;Male;3;Healthcare Representative;2;Divorced;10466;3;No;3;2;29;3;8;7;0;7
1055;34;No;Travel_Frequently;Research & Development;15;3;Medical;2;Male;3;Research Director;1;Divorced;17007;7;No;3;4;16;3;14;8;6;9
1056;28;Yes;Travel_Frequently;Sales;1;3;Technical Degree;1;Male;3;Sales Representative;3;Married;2909;3;No;3;4;5;3;3;2;1;2
1057;29;Yes;Travel_Frequently;Sales;13;3;Technical Degree;1;Female;3;Sales Executive;2;Single;5765;5;No;3;1;7;4;5;3;0;0
1058;34;Yes;Travel_Rarely;Sales;24;4;Medical;1;Female;2;Sales Executive;2;Single;4599;0;Yes;4;3;16;2;15;9;10;10
1059;35;No;Travel_Rarely;Sales;7;1;Life Sciences;4;Male;3;Sales Representative;3;Married;2404;1;No;3;1;1;3;1;0;0;0
1060;24;Yes;Travel_Frequently;Research & Development;9;3;Medical;2;Male;3;Laboratory Technician;1;Single;3172;2;Yes;3;3;4;2;0;0;0;0
1061;24;No;Non-Travel;Sales;13;2;Life Sciences;4;Female;3;Sales Representative;2;Married;2033;1;No;3;3;1;2;1;0;0;0
1062;44;No;Travel_Frequently;Research & Development;2;1;Medical;2;Male;3;Manufacturing Director;3;Single;10209;5;Yes;3;2;16;2;2;2;2;2
1063;29;No;Travel_Rarely;Sales;19;3;Life Sciences;3;Male;2;Sales Executive;3;Divorced;8620;1;No;3;3;10;3;10;7;0;4
1064;30;No;Travel_Rarely;Human Resources;1;3;Life Sciences;3;Male;3;Human Resources;3;Divorced;2064;0;No;4;1;6;3;5;3;1;3
1065;55;No;Travel_Rarely;Research & Development;4;4;Life Sciences;4;Male;3;Healthcare Representative;3;Married;4035;0;Yes;3;2;4;2;3;2;1;2
1066;33;No;Travel_Rarely;Research & Development;4;4;Medical;1;Female;2;Laboratory Technician;2;Married;3838;8;No;3;4;8;5;5;4;0;2
1067;47;No;Travel_Rarely;Sales;14;3;Medical;3;Female;3;Sales Executive;3;Married;4591;3;Yes;3;3;11;4;5;4;1;2
1068;28;Yes;Travel_Frequently;Research & Development;2;2;Medical;3;Male;2;Laboratory Technician;1;Single;2561;7;No;3;3;8;2;0;0;0;0
1069;28;No;Travel_Rarely;Research & Development;1;3;Life Sciences;1;Male;2;Research Scientist;3;Divorced;1563;1;No;3;4;1;2;1;0;0;0
1070;28;No;Travel_Frequently;Sales;7;3;Life Sciences;3;Male;3;Sales Executive;1;Single;4898;0;No;3;4;5;5;4;2;1;3
1071;49;No;Travel_Rarely;Research & Development;3;2;Medical;3;Female;2;Laboratory Technician;1;Married;4789;4;No;4;1;10;3;3;2;1;2
1072;29;No;Travel_Frequently;Research & Development;2;1;Life Sciences;4;Female;3;Laboratory Technician;2;Married;3180;0;No;3;3;4;3;3;2;0;2
1073;28;No;Travel_Rarely;Research & Development;29;1;Life Sciences;3;Male;1;Manufacturing Director;2;Married;6549;1;No;3;2;8;2;8;6;1;7
1074;33;No;Travel_Rarely;Research & Development;8;5;Life Sciences;4;Male;3;Healthcare Representative;3;Single;6388;2;Yes;3;1;14;6;0;0;0;0
1075;32;No;Travel_Rarely;Research & Development;10;3;Medical;3;Male;3;Manager;4;Single;11244;2;No;4;2;10;5;5;2;0;0
1076;54;No;Travel_Frequently;Research & Development;11;4;Medical;2;Female;3;Manager;4;Divorced;16032;3;No;4;1;26;2;14;9;1;12
1077;29;Yes;Travel_Rarely;Research & Development;1;4;Technical Degree;1;Male;2;Research Scientist;1;Single;2362;6;No;3;3;11;2;9;7;0;7
1078;44;No;Travel_Rarely;Research & Development;28;3;Life Sciences;4;Male;3;Research Director;1;Married;16328;3;No;3;3;24;1;20;6;14;17
1079;39;No;Travel_Rarely;Research & Development;6;3;Life Sciences;2;Female;3;Manufacturing Director;2;Single;8376;4;No;3;4;9;3;2;0;2;2
1080;46;No;Travel_Rarely;Sales;3;3;Life Sciences;3;Female;3;Manager;2;Married;16606;8;No;3;4;23;2;13;12;5;1
1081;35;No;Travel_Rarely;Research & Development;16;3;Life Sciences;4;Female;2;Healthcare Representative;2;Single;8606;1;No;3;4;11;3;11;8;3;3
1082;23;No;Travel_Rarely;Research & Development;20;1;Life Sciences;1;Male;3;Laboratory Technician;3;Single;2272;0;No;3;2;5;2;4;3;1;2
1083;40;Yes;Travel_Rarely;Research & Development;9;4;Life Sciences;4;Male;3;Laboratory Technician;1;Single;2018;3;No;3;2;15;3;5;4;1;0
1084;34;No;Travel_Rarely;Sales;1;3;Technical Degree;4;Male;2;Sales Executive;3;Married;7083;1;Yes;3;4;10;3;10;9;8;6
1085;31;Yes;Travel_Frequently;Research & Development;3;3;Life Sciences;4;Female;3;Research Scientist;3;Single;4084;1;No;3;1;7;2;7;2;7;7
1086;50;No;Travel_Frequently;Research & Development;22;5;Medical;3;Male;1;Research Director;4;Single;14411;1;Yes;3;4;32;2;32;6;13;9
1087;34;No;Travel_Rarely;Sales;7;2;Technical Degree;2;Male;3;Sales Representative;3;Married;2308;0;Yes;4;2;12;4;11;10;5;7
1088;42;No;Travel_Rarely;Research & Development;2;3;Medical;3;Male;2;Laboratory Technician;2;Married;4841;4;No;3;2;4;3;1;0;0;0
1089;37;No;Travel_Rarely;Research & Development;13;3;Medical;1;Male;3;Research Scientist;4;Married;4285;1;No;3;1;10;2;10;8;3;7
1090;29;No;Travel_Rarely;Research & Development;8;1;Other;3;Female;1;Healthcare Representative;1;Married;9715;3;No;3;3;9;3;7;7;0;7
1091;33;No;Travel_Rarely;Research & Development;25;3;Life Sciences;4;Male;2;Manufacturing Director;2;Single;4320;1;No;3;4;5;2;5;3;0;2
